,doc_id,sentence
778,11,   but should it be- that dream eternally
779,11,   continuing- as dreams have been to me
780,11,"   in my young boyhood- should it thus be given,"
781,11,"   'twere folly still to hope for higher heaven,"
782,11,"   for i have revell'd, when the sun was bright"
783,11,"   i' the summer sky, in dreams of living light"
784,11,"   and loveliness,- have left my very heart"
785,11,"   in climes of my imagining, apart"
786,11,"   from mine own home, with beings that have been"
787,11,   of mine own thought- what more could i have seen?
788,11,   'twas once- and only once- and the wild hour
789,11,   from my remembrance shall not pass- some power
790,11,   or spell had bound me- 'twas the chilly wind
791,11,"   came o'er me in the night, and left behind"
792,11,   its image on my spirit- or the moon
793,11,   shone on my slumbers in her lofty noon
794,11,   too coldly- or the stars- howe'er it was
795,11,"   that dream was as that night-wind- let it pass,"
796,11,
797,11,"   i have been happy, tho' in a dream,"
798,11,"   i have been happy- and i love the theme,"
799,11,"   dreams! in their vivid coloring of life,"
800,11,"   as in that fleeting, shadowy, misty strife"
801,11,"   of semblance with reality, which brings"
802,11,"   to the delirious eye, more lovely things"
803,11,   of paradise and love- and all our own!
804,11,"   than young hope in his sunniest hour hath known,"
805,12,"gaily bedight,"
806,12,"                  a gallant knight,"
807,12,"              in sunshine and in shadow,"
808,12,"                  had journeyed long,"
809,12,"                  singing a song,"
810,12,"              in search of eldorado,"
811,12,
812,12,                  but he grew old-
813,12,                  this knight so bold-
814,12,              and o'er his heart a shadow
815,12,                  fell as he found
816,12,                  no spot of ground
817,12,"              that looked like eldorado,"
818,12,
819,12,"                  and, as his strength"
820,12,"                  failed him at length,"
821,12,              he met a pilgrim shadow-
822,12,"                  ""shadow,"" said he,"
823,12,"                  ""where can it be-"
824,12,"              this land of eldorado?"""
825,12,
826,12,"                  ""over the mountains"
827,12,"                  of the moon,"
828,12,"              down the valley of the shadow,"
829,12,"                  ride, boldly ride,"""
830,12,                  the shade replied-
831,12,"              ""if you seek for eldorado!"""
832,13,"elizabeth, it surely is most fit"
833,13, [logic and common usage so commanding]
834,13," in thy own book that first thy name be writ,"
835,13, zeno and other sages notwithstanding;
836,13, and i have other reasons for so doing
837,13, besides my innate love of contradiction;
838,13, each poet - if a poet - in pursuing
839,13," the muses thro' their bowers of truth or fiction,"
840,13," has studied very little of his part,"
841,13," read nothing, written less - in short's a fool"
842,13," endued with neither soul, nor sense, nor art,"
843,13," being ignorant of one important rule,"
844,13, employed in even the theses of the school-
845,13, called - i forget the heathenish greek name
846,13," [called anything, its meaning is the same]"
847,13," ""always write first things uppermost in the heart,"""
848,14,"the noblest name in allegory's page,"
849,14,the hand that traced inexorable rage;
850,14,"a pleasing moralist whose page refined,"
851,14,displays the deepest knowledge of the mind;
852,14,"a tender poet of a foreign tongue,"
853,14,"indited in the language that he sung,"
854,14,a bard of brilliant but unlicensed page
855,14,"at once the shame and glory of our age,"
856,14,"the prince of harmony and stirling sense,"
857,14,"the ancient dramatist of eminence,"
858,14,"the bard that paints imagination's powers,"
859,14,"and him whose song revives departed hours,"
860,14,"once more an ancient tragic bard recall,"
861,14,"in boldness of design surpassing all,"
862,14,"these names when rightly read, a name [make] known"
863,14,"which gathers all their glories in its own,"
864,15,"i'll tell you a plan for gaining wealth,"
865,15,"better than banking, trade or leases —"
866,15,"take a bank note and fold it up,"
867,15,and then you will find your money in creases!
868,15,"this wonderful plan, without danger or loss,"
869,15,"keeps your cash in your hands, where nothing can trouble it;"
870,15,"and every time that you fold it across,"
871,15,'tis as plain as the light of the day that you double it!
872,16,i dwelt alone
873,16,"                 in a world of moan,"
874,16,"          and my soul was a stagnant tide,"
875,16, till the fair and gentle eulalie became my blushing bride-
876,16," till the yellow-haired young eulalie became my smiling bride,"
877,16,
878,16,"                 ah, less- less bright"
879,16,                 the stars of the night
880,16,          than the eyes of the radiant girl!
881,16,                 that the vapor can make
882,16,"          with the moon-tints of purple and pearl,"
883,16, can vie with the modest eulalie's most unregarded curl-
884,16, can compare with the bright-eyed eulalie's most humble and careless
885,16,"        curl,"
886,16,
887,16,                 now doubt- now pain
888,16,"                 come never again,"
889,16,"          for her soul gives me sigh for sigh,"
890,16,                 and all day long
891,16,"                 shines, bright and strong,"
892,16,"          astarte within the sky,"
893,16, while ever to her dear eulalie upturns her matron eye-
894,16," while ever to her young eulalie upturns her violet eye,"
895,17,"eureka,"
896,17,
897,17,an essay on the material and spiritual universe
898,17,
899,17,"it is with humility really unassumed -–it is with a sentiment even of awe -–that i pen the opening sentence of this work, for of all conceivable subjects i approach the reader with the most solemn -–the most comprehensive -–the most difficult -–the most august,"
900,17,
901,17,what terms shall i find sufficiently simple in their sublimity -- sufficiently sublime in their simplicity -–for the mere enunciation of my theme?
902,17,
903,17,"i design to speak of the physical, metaphysical and mathematical -- of the material and spiritual universe,–of its essence, its origin, its creation, its present condition and its destiny, i shall be so rash, moreover, as to challange the conclusions, and thus, in effect, to question the sagacity, of many of the greatest and most justly reverenced of men,"
904,17,
905,17,"in the beginning, let me as distinctly as possible announce -–not the theorem which i hope to demonstrate -–for, whatever the mathematicians may assert, there is, in this world at least, no such thing as demonstration -–but the ruling idea which, throughout this volume, i shall be continually endeavoring to suggest,"
906,17,
907,17,"my general proposition, then, is this, -–in the original unity of the first thing lies the secondary cause of all things, with the germ of their inevitable annihilation,"
908,17,
909,17,"in illustration of this idea, i propose to take such a survey of the universe that the mind may be able really to receive and to perceive an individual impression,"
910,17,
911,17,"he who from the top of aetna casts his eyes leisurely around, is affected chiefly by the extent and diversity of the scene, only by a rapid whirling on his heel could he hope to comprehend the panorama in the sublimity of its oneness, but as, on the summit of aetna, no man has thought of whirling on his heel, so no man has ever taken into his brain the full uniqueness of the prospect; and so, again, whatever considerations lie involved in this uniqueness, have as yet no practical existence for mankind,"
912,17,
913,17,"i do not know a treatise in which a survey of the universe -- using the word in its most comprehensive and only legitimate acceptation -–is taken at all, -–and it may be as well here to mention that by the term ""universe,"" wherever employed without qualification in this essay, i mean to designate the utmost conceivable expanse of space, with all things, spiritual and material, that can he imagined to exist within the compass of that expanse, in speaking of what is ordinarily implied by the expression, ""universe,"" i shall take a phrase of limitation -–""the universe of stars,"" why this distinction is considered necessary, will be seen in the sequel,"
914,17,
915,17,"but even of treatises on the really limited, although always assumed as the un limited, universe of stars, i know none in which a survey, even of this limited universe, is so taken as to warrant deductions from its individuality, the nearest approach to such a work is made in the ""cosmos"" of alexander von humboldt, he presents the subject, however, not in its individuality but in its generality, his theme, in its last result, is the law of each portion of the merely physical universe, as this law is related to the laws of every other portion of this merely physical universe, his design is simply synoeretical, in a word, he discusses the universality of material relation, and discloses to the eye of philosophy whatever inferences have hitherto lain hidden behind this universality, but however admirable be the succinctness with which he has treated each particular point of his topic, the mere multiplicity of these points occasions, necessarily, an amount of detail, and thus an involution of idea, which preclude all individuality of impression,"
916,17,
917,17,"it seems to me that, in aiming at this latter effect, and, through it, at the consequences -–the conclusions -–the suggestions -–the speculations -–or, if nothing better offer itself, the mere guesses which may result from it -–we require something like a mental gyration on the heel, we need so rapid a revolution of all things about the central point of sight that, while the minutiae vanish altogether, even the more conspicuous objects become blended into one, among the vanishing minutiae, in a survey of this kind, would be all exclusively terrestrial matters, the earth would be considered in its planetary relations alone, a man, in this view, becomes mankind; mankind a member of the cosmical family of intelligences,"
918,17,
919,17,"and now, before proceeding to our subject proper, let me beg the reader's attention to an extract or two from a somewhat remarkable letter, which appears to have been found corked in a bottle and floating on the mare tenebrarum–an ocean well described by the nubian geographer, ptolemy hephestion, but little frequented in modern days unless by the transcendentalists and some other divers for crotchets, the date of this letter, i confess, surprises me even more particularly than its contents; for it seems to have been written in the year two thousand eight hundred and forty-eight, as for the passages i am about to transcribe, they, i fancy, will speak for themselves,"
920,17,
921,17,"""do you know, my dear friend,"" says the writer, addressing, no doubt, a contemporary -–""do you know that it is scarcely more than eight or nine hundred years ago since the metaphysicians first consented to relieve the people of the singular fancy that there exist but two practicable roads to truth? believe it if you can! it appears, however, that long, long ago, in the night of time, there lived a turkish philosopher called aries and surnamed tottle,"" [here, possibly, the letter-writer means aristotle; the best names are wretchedly corrupted in two or three thousand years,] ""the fame of this great man depended mainly upon his demonstration that sneezing is a natural provision, by means of which over-profound thinkers are enabled to expel superfluous ideas through the nose; but he obtained a scarcely less valuable celebrity as the founder, or at all events as the principal propagator, of what was termed the de ductive or a priori philosophy, he started with what he maintained to be axioms, or self-evident truths, -–and the now well-understood fact that no truths are self -evident, really does not make in the slightest degree against his speculations, -–it was sufficient for his purpose that the truths in question were evident at all, from axioms he proceeded, logically, to results, his most illustrious disciples were one tuclid, a geometrician,"" [meaning euclid] ""and one kant, a dutchman, the originator of that species of transcendentalism which, with the change merely of a c for a k, now bears his peculiar name,"
922,17,
923,17,"""well, aries tottle flourished supreme, until the advent of one hog, surnamed 'the ettrick shepherd,' who preached an entirely different system, which he called the a posteriori or in ductive, his plan referred altogether to sensation, he proceeded by observing, analyzing, and classifying facts -–instantiae naturae, as they were somewhat affectedly called -–and arranging them into general laws, in a word, while the mode of aries rested on noumena, that of hog depended on phenomena; and so great was the admiration excited by this latter system that, at its first introduction, aries fell into general disrepute, finally, however, he recovered ground, and was permitted to divide the empire of philosophy with his more modern rival, -–the savans contenting themselves with proscribing all other competitors, past, present, and to come; putting an end to all controversy on the topic by the promulgation of a median law, to the effect that the aristotelian and baconian roads are, and of right ought to be, the sole possible avenues to knowledge, -–'baconian,' you must know, my dear friend,"" adds the letter-writer at this point, ""was an adjective invented as equivalent to hog-ian, and at the same time more dignified and euphonious,"
924,17,
925,17,"""now i do assure you most positively"" -–proceeds the epistle -–""that i represent these matters fairly; and you can easily understand how restrictions so absurd on their very face must have operated, in those days, to retard the progress of true science, which makes its most important advances -–as all history will show -–by seemingly intuitive leaps, these ancient ideas confined investigation to crawling; and i need not suggest to you that crawling, among varieties of locomotion, is a very capital thing of its kind; -–but because the tortoise is sure of foot, for this reason must we clip the wings of the eagles? for many centuries, so great was the infatuation, about hog especially, that a virtual stop was put to all thinking, properly so called, no man dared utter a truth for which he felt himself indebted to his soul alone, it mattered not whether the truth was even demonstrably such; for the dogmatizing philosophers of that epoch regarded only the road by which it professed to have been attained, the end, with them, was a point of no moment, whatever, -–'the means!' they vociferated -–'let us look at the means!' -- and if, on scrutiny of the means, it was found to come neither under the category hog, nor under the category aries which means ram, why then the savans went no farther, but, calling the thinker a fool and branding him a 'theorist,' would never, thenceforward, have any thing to do either with him or with his truths,"
926,17,
927,17,"""now, my dear friend,"" continues the letter-writer, ""it cannot be maintained that by the crawling system, exclusively adopted, men would arrive at the maximum amount of truth, even in any long series of ages; for the repression of imagination was an evil not to be counterbalanced even by absolute certainty in the snail processes, but their certainty was very far from absolute, the error of our progenitors was quite analogous with that of the wiseacre who fancies he must necessarily see an object the more distinctly, the more closely he holds it to his eyes, they blinded themselves, too, with the impalpable, titillating scotch snuff of detail; and thus the boasted facts of the hog-ites were by no means always facts -–a point of little importance but for the assumption that they always were, the vital taint, however, in baconianism -–its most lamentable fount of error -–lay in its tendency to throw power and consideration into the hands of merely perceptive men -–of those inter-tritonic minnows, the microscopical savans -–the diggers and pedlers of minute facts, for the most part in physical science -- facts all of which they retailed at the same price upon the highway; their value depending, it was supposed, simply upon the fact of their fact, without reference to their applicability or inapplicability in the development of those ultimate and only legitimate facts, called law,"
928,17,
929,17,"""than the persons"" -–the letter goes on to say -–""than the persons thus suddenly elevated by the hog-ian philosophy into a station for which they were unfitted -–thus transferred from the sculleries into the parlors of science -–from its pantries into its pulpits -–than these individuals a more intolerant -–a more intolerable set of bigots and tyrants never existed on the face of the earth, their creed, their text and their sermon were, alike, the one word 'fact' -–but, for the most part, even of this one word, they knew not even the meaning, on those who ventured to disturb their facts with the view of putting them in order and to use, the disciples of hog had no mercy whatever, all attempts at generalization were met at once by the words 'theoretical,' 'theory,' 'theorist' -–all thought, to be brief, was very properly resented as a personal affront to themselves, cultivating the natural sciences to the exclusion of metaphysics, the mathematics, and logic, many of these bacon-engendered philosophers -–one-idead, one-sided and lame of a leg -–were more wretchedly helpless -–more miserably ignorant, in view of all the comprehensible objects of knowledge, than the veriest unlettered hind who proves that he knows something at least, in admitting that he knows absolutely nothing,"
930,17,
931,17,"""nor had our forefathers any better right to talk about certainty, when pursuing, in blind confidence, the a priori path of axioms, or of the ram, at innumerable points this path was scarcely as straight as a ram's-horn, the simple truth is, that the aristotelians erected their castles upon a basis far less reliable than air; for no such things as axioms ever existed or can possibly exist at all, this they must have been very blind, indeed, not to see, or at least to suspect; for, even in their own day, many of their long-admitted 'axioms' had been abandoned, -–'ex nihilo nihil fit,' for example, and a 'thing cannot act where it is not,' and 'there cannot be antipodes,' and 'darkness cannot proceed from light,' these and numerous similar propositions formerly accepted, without hesitation, as axioms, or undeniable truths, were, even at the period of which i speak, seen to be altogether untenable, -–how absurd in these people, then, to persist in relying upon a basis, as immutable, whose mutability had become so repeatedly manifest!"
932,17,
933,17,"""but, even through evidence afforded by themselves against themselves, it is easy to convict these a priori reasoners of the grossest unreason -–it is easy to show the futility -–the impalpability of their axioms in general, i have now lying before me"" -- it will be observed that we still proceed with the letter -–""i have now lying before me a book printed about a thousand years ago, pundit assures me that it is decidedly the cleverest ancient work on its topic, which is 'logic,' the author, who was much esteemed in his day, was one miller or mill; and we find it recorded of him, as a point of some importance, that he rode a mill-horse whom he called jeremy bentham, -–but let us glance at the volume itself!"
934,17,
935,17,"""ah! -–'ability or inability to conceive,' says mr, mill very properly, 'is in no case to be received as a criterion of axiomatic truth,' now, that this is a palpable truism no one in his senses will deny, not to admit the proposition, is to insinuate a charge of variability in truth itself, whose very title is a synonym of the steadfast, if ability to conceive be taken as a criterion of truth, then a truth to david hume would very seldom be a truth to joe; and ninety-nine hundredths of what is undeniable in heaven would be demonstrable falsity upon earth, the proposition of mr, mill, then, is sustained, i will not grant it to be an axiom; and this merely because i am showing that no axioms exist; but, with a distinction which could not have been cavilled at even by mr, mill himself, i am ready to grant that, if an axiom there be, then the proposition of which we speak has the fullest right to be considered an axiom -–that no more absolute axiom is -–and, consequently, that any subsequent proposition which shall conflict with this one primarily advanced, must be either a falsity in itself -–that is to say no axiom -–or, if admitted axiomatic, must at once neutralize both itself and its predecessor,"
936,17,
937,17,"""and now, by the logic of their own propounder, let us proceed to test any one of the axioms propounded, let us give mr, mill the fairest of play, we will bring the point to no ordinary issue, we will select for investigation no common-place axiom -–no axiom of what, not the less preposterously because only impliedly, he terms his secondary class -–as if a positive truth by definition could be either more or less positively a truth, -–we will select, i say, no axiom of an unquestionability so questionable as is to be found in euclid, we will not talk, for example, about such propositions as that two straight lines cannot enclose a space, or that the whole is greater than any one of its parts, we will afford the logician every advantage, we will come at once to a proposition which he regards as the acme of the unquestionable -–as the quintessence of axiomatic undeniability, here it is, -–'contradictions cannot both be true -- that is, cannot coexist in nature,' here mr, mill means, for instance, -–and i give the most forcible instance conceivable -–that a tree must be either a tree or not a tree -–that it cannot be at the same time a tree and not a tree, -–all which is quite reasonable of itself and will answer remarkably well as an axiom, until we bring it into collation with an axiom insisted upon a few pages before -–in other words -–words which i have previously employed -–until we test it by the logic of its own propounder, 'a tree,' mr, mill asserts, 'must be either a tree or not a tree,' very well, -–and now let me ask him, why, to this little query there is but one response, -–i defy any man living to invent a second, the sole answer is this, -- 'because we find it impossible to conceive that a tree can be anything else than a tree or not a tree,' this, i repeat, is mr, mill's sole answer, -–he will not pretend to suggest another, -–and yet, by his own showing, his answer is clearly no answer at all; for has he not already required us to admit, as an axiom, that ability or inability to conceive is in no case to be taken as a criterion of axiomatic truth? thus all -–absolutely his argumentation is at sea without a rudder, let it not be urged that an exception from the general rule is to be made, in cases where the 'impossibility to conceive' is so peculiarly great as when we are called upon to conceive a tree both a tree and not a tree, let no attempt, i say, be made at urging this sotticism; for, in the first place, there are no degrees of 'impossibility,' and thus no one impossible conception can be more peculiarly impossible than another impossible conception, -–in the second place, mr, mill himself, no doubt after thorough deliberation, has most distinctly, and most rationally, excluded all opportunity for exception, by the emphasis of his proposition, that, in no case, is ability or inability to conceive, to be taken as a criterion of axiomatic truth, -–in the third place, even were exceptions admissible at all, it remains to be shown how any exception is admissible here, that a tree can be both a tree and not a tree, is an idea which the angels, or the devils, may entertain, and which no doubt many an earthly bedlamite, or transcendentalist, does,"
938,17,
939,17,"""now i do not quarrel with these ancients,"" continues the letter-writer, ""so much on account of the transparent frivolity of their logic -–which, to be plain, was baseless, worthless and fantastic altogether -–as on account of their pompous and infatuate proscription of all other roads to truth than the two narrow and crooked paths -–the one of creeping and the other of crawling -–to which, in their ignorant perversity, they have dared to confine the soul -–the soul which loves nothing so well as to soar in those regions of illimitable intuition which are utterly incognizant of 'path,'"
940,17,
941,17,"""by the bye, my dear friend, is it not an evidence of the mental slavery entailed upon those bigoted people by their hogs and rams, that in spite of the eternal prating of their savans about roads to truth, none of them fell, even by accident, into what we now so distinctly perceive to be the broadest, the straightest and most available of all mere roads -–the great thoroughfare -–the majestic highway of the consistent? is it not wonderful that they should have failed to deduce from the works of god the vitally momentous consideration that a perfect consistency can be nothing but an absolute truth? how plain -–how rapid our progress since the late announcement of this proposition! by its means, investigation has been taken out of the hands of the ground-moles, and given as a duty, rather than as a task, to the true -–to the only true thinkers -–to the generally-educated men of ardent imagination, these latter -–our keplers -–our laplaces -–'speculate' -–'theorize' -–these are the terms -- can you not fancy the shout of scorn with which they would be received by our progenitors, were it possible for them to be looking over my shoulders as i write? the keplers, i repeat, speculate -–theorize -- and their theories are merely corrected -–reduced -–sifted -–cleared, little by little, of their chaff of inconsistency -–until at length there stands apparent an unencumbered consistency -–a consistency which the most stolid admit -–because it is a consistency -–to be an absolute and unquestionable truth,"
942,17,
943,17,"""i have often thought, my friend, that it must have puzzled these dogmaticians of a thousand years ago, to determine, even, by which of their two boasted roads it is that the cryptographist attains the solution of the more complicated cyphers -–or by which of them champollion guided mankind to those important and innumerable truths which, for so many centuries, have lain entombed amid the phonetical hieroglyphics of egypt, in especial, would it not have given these bigots some trouble to determine by which of their two roads was reached the most momentous and sublime of their truths -–the truth -–the fact of gravitation? newton deduced it from the laws of kepler, kepler admitted that these laws he guessed -–these laws whose investigation disclosed to the greatest of british astronomers that principle, the basis of all existing physical principle, in going behind which we enter at once the nebulous kingdom of metaphysics, yes! -–these vital laws kepler guessed -–that it is to say, he imagined them, had he been asked to point out either the de ductive or in ductive route by which he attained them, his reply might have been -–'i know nothing about routes -–but i do know the machinery of the universe, here it is, i grasped it with my soul -–i reached it through mere dint of intuition,' alas, poor ignorant old man! could not any metaphysician have told him that what he called 'intuition' was but the conviction resulting from de ductions or in ductions of which the processes were so shadowy as to have escaped his consciousness, eluded his reason, or bidden defiance to his capacity of expression? how great a pity it is that some 'moral philosopher' had not enlightened him about all this! how it would have comforted him on his death-bed to know that, instead of having gone intuitively and thus unbecomingly, he had, in fact, proceeded decorously and legitimately -–that is to say hog-ishly, or at least ram-ishly -–into the vast halls where lay gleaming, untended, and hitherto untouched by mortal hand -–unseen by mortal eye -–the imperishable and priceless secrets of the universe!"
944,17,
945,17,"""yes, kepler was essentially a theorist; but this title, now of so much sanctity, was, in those ancient days, a designation of supreme contempt, it is only now that men begin to appreciate that divine old man -–to sympathize with the prophetical and poetical rhapsody of his ever-memorable words, for my part,"" continues the unknown correspondent, ""i glow with a sacred fire when i even think of them, and feel that i shall never grow weary of their repetition, -- in concluding this letter, let me have the real pleasure of transcribing them once again, -–'i care not whether my work be read now or by posterity, i can afford to wait a century for readers when god himself has waited six thousand years for an observer, i triumph, i have stolen the golden secret of the egyptians, i will indulge my sacred fury,'"""
946,17,
947,17,"here end my quotations from this very unaccountable and, perhaps, somewhat impertinent epistle; and perhaps it would be folly to comment, in any respect, upon the chimerical, not to say revolutionary, fancies of the writer -–whoever he is -–fancies so radically at war with the well-considered and well-settled opinions of this age, let us proceed, then, to our legitimate thesis, the universe,"
948,17,
949,17,"this thesis admits a choice between two modes of discussion, -–we may as cend or des cend, beginning at our own point of view -–at the earth on which we stand -–we may pass to the other planets of our system -–thence to the sun -–thence to our system considered collectively -–and thence, through other systems, indefinitely outwards; or, commencing on high at some point as definite as we can make it or conceive it, we may come down to the habitation of man, usually -–that is to say, in ordinary essays on astronomy -–the first of these two modes is, with certain reservation, adopted, -–this for the obvious reason that astronomical facts, merely, and principles, being the object, that object is best fulfilled in stepping from the known because proximate, gradually onward to the point where all certitude becomes lost in the remote, for my present purpose, however, -–that of enabling the mind to take in, as if from afar and at one glance, a distant conception of the individual universe -–it is clear that a descent to small from great -–to the outskirts from the centre if we could establish a centre -–to the end from the beginning if we could fancy a beginning would be the preferable course, but for the difficulty, if not impossibility, of presenting, in this course, to the unastronomical, a picture at all comprehensible in regard to such considerations as are involved in quantity -–that is to say, in number, magnitude and distance,"
950,17,
951,17,"now, distinctness -–intelligibility, at all points, is a primary feature in my general design, on important topics it is better to be a good deal prolix than even a very little obscure, but abstruseness is a quality appertaining to no subject per se, all are alike, in facility of comprehension, to him who approaches them by properly graduated steps, it is merely because a stepping-stone, here and there, is heedlessly left unsupplied in our road to the differential calculus, that this latter is not altogether as simple a thing as a sonnet by mr, solomon seesaw,"
952,17,
953,17,"by way of admitting, then, no chance for misapprehension, i think it advisable to proceed as if even the more obvious facts of astronomy were unknown to the reader, in combining the two modes of discussion to which i have referred, i propose to avail myself of the advantages peculiar to each -–and very especially of the iteration in detail which will be unavoidable as a consequence of the plan, commencing with a descent, i shall reserve for the return upwards those indispensable considerations of quantity to which allusion has already been made,"
954,17,
955,17,"let us begin, then, at once, with that merest of words, ""infinity,"" this, like ""god,"" ""spirit,"" and some other expressions of which the equivalents exist in all languages, is by no means the expression of an idea -–but of an effort at one, it stands for the possible attempt at an impossible conception, man needed a term by which to point out the direction of this effort -–the cloud behind which lay, forever invisible, the object of this attempt, a word, in fine, was demanded, by means of which one human being might put himself in relation at once with another human being and with a certain tendency of the human intellect, out of this demand arose the word, ""infinity;"" which is thus the representative but of the thought of a thought,"
956,17,
957,17,"as regards that infinity now considered -–the infinity of space -–we often hear it said that ""its idea is admitted by the mind -–is acquiesced in -–is entertained -–on account of the greater difficulty which attends the conception of a limit,"" but this is merely one of those phrases by which even profound thinkers, time out of mind, have occasionally taken pleasure in deceiving themselves, the quibble lies concealed in the word ""difficulty,"" ""the mind,"" we are told, ""entertains the idea of limitless, through the greater difficulty which it finds in entertaining that of limited, space,"" now, were the proposition but fairly put, its absurdity would become transparent at once, clearly, there is no mere difficulty in the case, the assertion intended, if presented according to its intention and without sophistry, would run thus, -–""the mind admits the idea of limitless, through the greater impossibility of entertaining that of limited, space,"""
958,17,
959,17,"it must be immediately seen that this is not a question of two statements between whose respective credibilities -–or of two arguments between whose respective validities -–the reason is called upon to decide, -–it is a matter of two conceptions, directly conflicting, and each avowedly impossible, one of which the intellect is supposed to be capable of entertaining, on account of the greater impossibility of entertaining the other, the choice is not made between two difficulties; -–it is merely fancied to be made between two impossibilities, now of the former, there are degrees, -–but of the latter, none, -–just as our impertinent letter-writer has already suggested, a task may be more or less difficult; but it is either possible or not possible, -–there are no gradations, it might be more difficult to overthrow the andes than an ant-hill; but it can be no more impossible to annihilate the matter of the one than the matter of the other, a man may jump ten feet with less difficulty than he can jump twenty, but the impossibility of his leaping to the moon is not a whit less than that of his leaping to the dog-star,"
960,17,
961,17,"since all this is undeniable, since the choice of the mind is to be made between impossibilities of conception, since one impossibility cannot be greater than another, and since, thus, one cannot be preferred to another, the philosophers who not only maintain, on the grounds mentioned, man's idea of infinity but, on account of such supposititious idea, infinity itself -–are plainly engaged in demonstrating one impossible thing to be possible by showing how it is that some one other thing -–is impossible too, this, it will be said, is nonsense; and perhaps it is, -–indeed i think it very capital nonsense -–but forego all claim to it as nonsense of mine,"
962,17,
963,17,"the readiest mode, however, of displaying the fallacy of the philosophical argument on this question, is by simply adverting to a fact respecting it which has been hitherto quite overlooked -–the fact that the argument alluded to both proves and disproves its own proposition, ""the mind is impelled,"" say the theologians and others, ""to admit a first cause, by the superior difficulty it experiences in conceiving cause beyond cause without end,"" the quibble, as before, lies in the word ""difficulty"" -–but here what is it employed to sustain? a first cause, and what is a first cause? an ultimate termination of causes, and what is an ultimate termination of causes? finity -–the finite, thus the one quibble, in two processes, by god knows how many philosophers, is made to support now finity and now infinity -–could it not be brought to support something besides? as for the quibblers -–they, at least, are insupportable, but -–to dismiss them, -–what they prove in the one case is the identical nothing which they demonstrate in the other,"
964,17,
965,17,"of course, no one will suppose that i here contend for the absolute impossibility of that which we attempt to convey in the word ""infinity,"" my purpose is but to show the folly of endeavoring to prove infinity itself, or even our conception of it, by any such blundering ratiocination as that which is ordinarily employed,"
966,17,
967,17,"nevertheless, as an individual, i may be permitted to say that i cannot conceive infinity, and am convinced that no human being can, a mind not thoroughly self-conscious -–not accustomed to the introspective analysis of its own operations -–will, it is true, often deceive itself by supposing that it has entertained the conception of which we speak, in the effort to entertain it, we proceed step beyond step -–we fancy point still beyond point; and so long as we continue the effort, it may be said, in fact, that we are tending to the formation of the idea designed; while the strength of the impression that we actually form or have formed it, is in the ratio of the period during which we keep up the mental endeavor, but it is in the act of discontinuing the endeavor -–of fulfilling as we think the idea -–of putting the finishing stroke as we suppose to the conception -–that we overthrow at once the whole fabric of our fancy by resting upon some one ultimate and therefore definite point, this fact, however, we fail to perceive, on account of the absolute coincidence, in time, between the settling down upon the ultimate point and the act of cessation in thinking, -–in attempting, on the other hand, to frame the idea of a limited space, we merely converse the processes which involve the impossibility,"
968,17,
969,17,"we believe in a god, we may or may not believe in finite or in infinite space; but our belief, in such cases, is more properly designated as faith, and is a matter quite distinct from that belief proper -–from that intellectual belief -–which presupposes the mental conception,"
970,17,
971,17,"the fact is, that, upon the enunciation of any one of that class of terms to which ""infinity"" belongs -–the class representing thoughts of thought -–he who has a right to say that he thinks at all, feels himself called upon, not to entertain a conception, but simply to direct his mental vision toward some given point, in the intellectual firmament, where lies a nebula never to be resolved, to solve it, indeed, he makes no effort; for with a rapid instinct he comprehends, not only the impossibility, but, as regards all human purposes, the inessentiality, of its solution, he perceives that the deity has not designed it to be solved, he sees, at once, that it lies out of the brain of man, and even how, if not exactly why, it lies out of it, there are people, i am aware, who, busying themselves in attempts at the unattainable, acquire very easily, by dint of the jargon they emit, among those thinkers-that-they-think with whom darkness and depth are synonymous, a kind of cuttle-fish reputation for profundity; but the finest quality of thought is its self-cognizance; and, with some little equivocation, it may be said that no fog of the mind can well be greater than that which, extending to the very boundaries of the mental domain, shuts out even these boundaries themselves from comprehension,"
972,17,
973,17,"it will now be understood that, in using the phrase, ""infinity of space,"" i make no call upon the reader to entertain the impossible conception of an absolute infinity, i refer simply to the ""utmost conceivable expanse"" of space -–a shadowy and fluctuating domain, now shrinking, now swelling, in accordance with the vacillating energies of the imagination,"
974,17,
975,17,"hitherto, the universe of stars has always been considered as coincident with the universe proper, as i have defined it in the commencement of this discourse, it has been always either directly or indirectly assumed -–at least since the dawn of intelligible astronomy -–that, were it possible for us to attain any given point in space, we should still find, on all sides of us, an interminable succession of stars, this was the untenable idea of pascal when making perhaps the most successful attempt ever made, at periphrasing the conception for which we struggle in the word ""universe,"" ""it is a sphere,"" he says, ""of which the centre is everywhere, the circumference, nowhere,"" but although this intended definition is, in fact, no definition of the universe of stars, we may accept it, with some mental reservation, as a definition rigorous enough for all practical purposes of the universe proper -–that is to say, of the universe of space, this latter, then, let us regard as ""a sphere of which the centre is everywhere, the circumference nowhere,"" in fact, while we find it impossible to fancy an end to space, we have no difficulty in picturing to ourselves any one of an infinity of beginnings,"
976,17,
